,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year
118,109,Dean Wade,"Nov 18, '19, CLE @ NYK",23,5,197,3748,363,837,213,587,76,107,121,661,188,117,61,79,322,1015,.434,.363,.710,19.0,5.2,3.4,1.0,2020
119,110,P.J. Washington,"Oct 23, '19, CHO vs. CHI",21,5,289,8714,1400,3127,510,1417,426,595,342,1583,674,269,285,457,749,3736,.448,.360,.716,30.2,12.9,5.5,2.3,2020
120,111,Tremont Waters,"Nov 25, '19, BOS vs. SAC",22,3,40,407,52,147,21,71,24,25,5,37,85,30,3,46,34,149,.354,.296,.960,10.2,3.7,0.9,2.1,2020
121,112,Paul Watson,"Jan 8, '20, ATL vs. HOU",25,3,46,540,60,143,40,102,13,19,9,89,33,13,7,16,51,173,.420,.392,.684,11.7,3.8,1.9,0.7,2020
122,113,Quinndary Weatherspoon,"Feb 8, '20, SAS @ SAC",23,3,42,272,33,73,3,16,19,23,6,32,24,12,4,18,41,88,.452,.188,.826,6.5,2.1,0.8,0.6,2020
123,114,Coby White,"Oct 23, '19, CHI @ CHO",19,5,305,8492,1458,3452,663,1789,449,529,105,1062,1057,196,47,481,646,4028,.422,.371,.849,27.8,13.2,3.5,3.5,2020
124,115,Grant Williams,"Oct 23, '19, BOS @ PHI",21,5,320,6995,712,1596,352,929,273,359,292,1112,394,156,168,281,794,2049,.446,.379,.760,21.9,6.4,3.5,1.2,2020
125,116,Nigel Williams-Goss,"Oct 25, '19, UTA @ LAL",25,1,10,50,5,16,2,7,2,2,2,6,6,3,1,3,6,14,.313,.286,1.000,5.0,1.4,0.6,0.6,2020
126,117,Zion Williamson,"Jan 22, '20, NOP vs. SAS",19,4,143,4537,1382,2297,26,76,793,1156,344,966,544,133,75,401,321,3583,.602,.342,.686,31.7,25.1,6.8,3.8,2020
127,118,Justin Wright-Foreman,"Feb 21, '20, UTA vs. SAS",22,1,4,45,7,20,2,10,3,4,0,5,7,2,0,3,5,19,.350,.200,.750,11.3,4.8,1.3,1.8,2020
0,1,Precious Achiuwa,"Dec 23, '20, MIA @ ORL",21,4,216,4059,665,1409,98,312,245,407,372,1151,206,104,112,215,388,1673,.472,.314,.602,18.8,7.7,5.3,1.0,2021
1,2,Ty-Shon Alexander,"Dec 27, '20, PHO @ SAC",22,1,15,47,3,12,2,9,1,2,2,10,6,0,1,3,2,9,.250,.222,.500,3.1,0.6,0.7,0.4,2021
2,3,Cole Anthony,"Dec 23, '20, ORL vs. MIA",20,4,205,5707,1010,2426,309,893,585,683,155,1003,911,138,81,426,518,2914,.416,.346,.857,27.8,14.2,4.9,4.4,2021
3,4,Deni Avdija,"Dec 23, '20, WAS @ PHI",20,4,245,6149,778,1768,235,749,312,424,185,1370,568,186,99,293,610,2103,.440,.314,.736,25.1,8.6,5.6,2.3,2021
4,5,Udoka Azubuike,"Dec 23, '20, UTA @ POR",21,4,77,685,113,147,0,0,23,48,61,226,13,8,36,36,79,249,.769,,.479,8.9,3.2,2.9,0.2,2021
5,6,LaMelo Ball,"Dec 23, '20, CHO @ CLE",19,4,177,5660,1259,2945,508,1343,493,593,236,1116,1311,267,63,578,543,3519,.428,.378,.831,32.0,19.9,6.3,7.4,2021
6,7,Desmond Bane,"Dec 23, '20, MEM vs. SAS",22,4,235,6768,1492,3169,622,1491,460,524,150,984,751,224,86,387,566,4066,.471,.417,.878,28.8,17.3,4.2,3.2,2021
7,8,Saddiq Bey,"Dec 26, '20, DET vs. CLE",21,4,262,7809,1234,3007,599,1669,597,712,325,1340,490,230,49,263,414,3664,.410,.359,.838,29.8,14.0,5.1,1.9,2021
8,9,Tyler Bey,"Jan 13, '21, DAL @ CHO",22,1,18,71,7,22,1,4,3,5,8,19,3,0,1,3,6,18,.318,.250,.600,3.9,1.0,1.1,0.2,2021
9,10,Keljin Blevins,"Dec 23, '20, POR vs. UTA",25,2,48,424,39,131,23,80,6,11,19,55,23,15,1,22,37,107,.298,.288,.545,8.8,2.2,1.1,0.5,2021
10,11,Amida Brimah,"Apr 25, '21, IND @ ORL",26,1,5,29,5,8,0,0,3,3,2,8,1,0,5,4,4,13,.625,,1.000,5.8,2.6,1.6,0.2,2021
11,12,Armoni Brooks,"Apr 9, '21, HOU @ LAC",22,3,84,1468,191,527,145,438,26,35,37,189,97,41,17,52,111,553,.362,.331,.743,17.5,6.6,2.3,1.2,2021
12,13,Elijah Bryant,"May 16, '21, MIL @ CHI",25,1,1,32,6,13,1,5,3,3,2,6,3,0,1,4,4,16,.462,.200,1.000,32.0,16.0,6.0,3.0,2021
13,14,Facundo Campazzo,"Dec 23, '20, DEN vs. SAC",29,3,138,2661,230,624,137,420,141,171,45,253,461,148,37,143,259,738,.369,.326,.825,19.3,5.3,1.8,3.3,2021
14,15,Devin Cannady,"Apr 7, '21, ORL vs. WAS",24,2,13,219,26,72,21,53,11,14,1,11,11,10,4,7,18,84,.361,.396,.786,16.8,6.5,0.8,0.8,2021
15,16,Vernon Carey Jr.,"Dec 30, '20, CHO @ DAL",19,3,37,187,27,57,1,7,17,26,17,50,5,5,8,10,22,72,.474,.143,.654,5.1,1.9,1.4,0.1,2021
16,17,Nate Darling,"Mar 13, '21, CHO vs. TOR",22,1,7,26,2,7,2,7,3,3,1,1,1,0,1,1,1,9,.286,.286,1.000,3.7,1.3,0.1,0.1,2021
17,18,Gabriel Deck,"Apr 29, '21, OKC vs. NOP",25,2,17,268,40,81,4,19,18,22,17,46,29,9,0,8,11,102,.494,.211,.818,15.8,6.0,2.7,1.7,2021
18,19,Mamadi Diakite,"Mar 11, '21, MIL vs. NYK",24,3,49,505,65,137,8,34,19,27,33,123,18,16,24,22,75,157,.474,.235,.704,10.3,3.2,2.5,0.4,2021
19,20,Devon Dotson,"Jan 1, '21, CHI @ MIL",21,3,28,188,23,54,4,20,5,9,9,24,30,10,0,8,23,55,.426,.200,.556,6.7,2.0,0.9,1.1,2021
20,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2021
21,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2021
22,21,Anthony Edwards,"Dec 23, '20, MIN vs. DET",19,4,253,8666,2034,4591,678,1905,924,1180,187,1296,988,352,160,711,533,5670,.443,.356,.783,34.3,22.4,5.1,3.9,2021
23,22,CJ Elleby,"Dec 23, '20, POR vs. UTA",20,2,88,1366,146,374,44,160,71,99,77,259,97,41,22,61,143,407,.390,.275,.717,15.5,4.6,2.9,1.1,2021
24,23,Malik Fitts,"Apr 9, '21, LAC vs. HOU",23,2,18,74,9,22,6,12,0,0,2,20,5,0,0,2,7,24,.409,.500,,4.1,1.3,1.1,0.3,2021
25,24,Malachi Flynn,"Dec 23, '20, TOR vs. NOP",22,4,175,2630,342,902,159,471,102,135,48,320,350,97,21,114,220,945,.379,.338,.756,15.0,5.4,1.8,2.0,2021
26,25,Trent Forrest,"Jan 5, '21, UTA @ BRK",22,4,122,1423,139,304,10,56,63,74,43,190,203,48,13,87,90,351,.457,.179,.851,11.7,2.9,1.6,1.7,2021
27,26,Robert Franks,"Apr 12, '21, ORL vs. SAS",24,1,7,101,13,28,5,15,12,13,6,14,5,3,3,2,8,43,.464,.333,.923,14.4,6.1,2.0,0.7,2021
28,27,Anthony Gill,"Dec 29, '20, WAS vs. CHI",28,4,150,1440,183,340,25,87,115,149,97,265,82,25,33,51,166,506,.538,.287,.772,9.6,3.4,1.8,0.5,2021
29,28,Freddie Gillespie,"Apr 10, '21, TOR @ CLE",23,2,29,511,53,106,0,1,26,40,55,133,14,16,29,17,61,132,.500,.000,.650,17.6,4.6,4.6,0.5,2021
30,29,Josh Green,"Dec 23, '20, DAL @ PHO",20,4,189,3586,434,864,126,345,126,184,145,482,267,124,25,155,346,1120,.502,.365,.685,19.0,5.9,2.6,1.4,2021
31,30,Ashton Hagans,"Jan 25, '21, MIN @ GSW",21,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,2.0,0.0,0.0,0.0,2021
32,31,Tyrese Haliburton,"Dec 23, '20, SAC @ DEN",20,4,221,7352,1400,2900,550,1349,490,571,152,812,1902,332,123,508,305,3840,.483,.408,.858,33.3,17.4,3.7,8.6,2021
33,32,Josh Hall,"Dec 29, '20, OKC vs. ORL",20,1,21,336,30,99,4,37,22,44,6,59,28,4,1,25,37,86,.303,.108,.500,16.0,4.1,2.8,1.3,2021
34,33,R.J. Hampton,"Dec 28, '20, DEN vs. HOU",19,4,169,3114,417,1021,133,394,188,277,72,466,306,90,32,185,220,1155,.408,.338,.679,18.4,6.8,2.8,1.8,2021
35,34,Jalen Harris,"Jan 8, '21, TOR @ SAC",22,1,13,172,36,72,17,36,7,9,3,18,17,8,0,14,15,96,.500,.472,.778,13.2,7.4,1.4,1.3,2021
36,35,Killian Hayes,"Dec 23, '20, DET @ MIN",19,4,197,5183,650,1705,163,586,192,247,79,585,1008,238,89,401,513,1655,.381,.278,.777,26.3,8.4,3.0,5.1,2021
37,36,Nate Hinton,"Jan 3, '21, DAL @ CHI",21,3,28,121,19,52,8,24,7,10,3,14,9,7,2,7,13,53,.365,.333,.700,4.3,1.9,0.5,0.3,2021
38,37,Markus Howard,"Dec 25, '20, DEN vs. LAC",21,2,68,381,79,207,46,135,27,32,3,33,25,13,1,25,40,231,.382,.341,.844,5.6,3.4,0.5,0.4,2021
39,38,Elijah Hughes,"Dec 23, '20, UTA @ POR",22,2,54,498,57,174,33,118,10,13,7,67,28,15,9,23,40,157,.328,.280,.769,9.2,2.9,1.2,0.5,2021
40,39,Isaiah Joe,"Dec 27, '20, PHI @ CLE",21,4,202,3033,437,1046,318,809,157,189,46,341,177,96,26,89,226,1349,.418,.393,.831,15.0,6.7,1.7,0.9,2021
41,40,Mason Jones,"Jan 8, '21, HOU vs. ORL",22,2,36,385,59,138,25,70,52,79,8,65,46,9,1,30,32,195,.428,.357,.658,10.7,5.4,1.8,1.3,2021
42,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2021
43,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2021
44,41,Tre Jones,"Dec 30, '20, SAS vs. LAL",21,4,204,4118,644,1375,72,278,271,323,115,509,868,162,20,212,227,1631,.468,.259,.839,20.2,8.0,2.5,4.3,2021
45,42,Nathan Knight,"Dec 23, '20, ATL @ CHI",23,3,108,837,128,269,18,68,127,172,81,213,43,26,24,54,105,401,.476,.265,.738,7.8,3.7,2.0,0.4,2021
46,43,Anthony Lamb,"Mar 11, '21, HOU @ SAC",23,3,88,1618,194,434,96,272,64,81,83,286,121,34,25,73,168,548,.447,.353,.790,18.4,6.2,3.3,1.4,2021
47,44,Saben Lee,"Jan 6, '21, DET @ MIL",21,4,117,1816,225,526,33,117,169,228,54,237,359,89,28,118,157,652,.428,.282,.741,15.5,5.6,2.0,3.1,2021
48,45,Kira Lewis Jr.,"Dec 29, '20, NOP @ PHO",19,4,117,1616,245,621,70,231,80,94,30,155,214,64,14,77,137,640,.395,.303,.851,13.8,5.5,1.3,1.8,2021
49,46,Didi Louzada,"May 12, '21, NOP @ DAL",21,2,12,185,15,46,11,31,2,2,6,20,8,4,2,8,18,43,.326,.355,1.000,15.4,3.6,1.7,0.7,2021
50,47,Will Magnay,"Mar 23, '21, NOP vs. LAL",22,1,1,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,.000,.000,,3.0,0.0,0.0,0.0,2021
51,48,Théo Maledon,"Dec 26, '20, OKC @ CHO",19,4,173,3740,466,1251,182,588,254,321,63,488,518,131,34,280,272,1368,.373,.310,.791,21.6,7.9,2.8,3.0,2021
52,49,Karim Mané,"Dec 31, '20, ORL vs. PHI",20,1,10,88,3,13,1,2,4,5,1,14,4,0,2,3,10,11,.231,.500,.800,8.8,1.1,1.4,0.4,2021
53,50,Nico Mannion,"Jan 4, '21, GSW vs. SAC",19,1,30,364,39,114,22,60,23,28,6,46,70,16,1,31,29,123,.342,.367,.821,12.1,4.1,1.5,2.3,2021
54,51,Naji Marshall,"Jan 15, '21, NOP @ LAL",23,4,190,3723,507,1205,142,476,304,392,129,669,397,131,38,209,277,1460,.421,.298,.776,19.6,7.7,3.5,2.1,2021
55,52,KJ Martin,"Jan 8, '21, HOU vs. ORL",20,4,227,5152,866,1595,164,487,293,437,284,1008,283,114,112,194,366,2189,.543,.337,.670,22.7,9.6,4.4,1.2,2021
56,53,Dakota Mathias,"Dec 27, '20, PHI @ CLE",25,2,14,139,21,54,10,32,2,6,1,9,14,2,3,1,8,54,.389,.313,.333,9.9,3.9,0.6,1.0,2021
57,54,Tyrese Maxey,"Dec 23, '20, PHI vs. WAS",20,4,228,6788,1406,2961,425,1044,610,708,77,638,859,154,70,257,433,3847,.475,.407,.862,29.8,16.9,2.8,3.8,2021
58,55,Skylar Mays,"Dec 23, '20, ATL @ CHI",23,4,88,1034,163,368,48,140,55,64,26,116,172,41,6,47,55,429,.443,.343,.859,11.8,4.9,1.3,2.0,2021
59,56,Jaden McDaniels,"Dec 27, '20, MIN @ LAL",20,4,235,6356,890,1829,284,788,206,282,234,881,324,180,207,258,749,2270,.487,.360,.730,27.0,9.7,3.7,1.4,2021
60,57,Sean McDermott,"Dec 30, '20, MEM @ BOS",24,1,18,158,13,33,5,22,8,8,6,19,4,2,3,4,8,39,.394,.227,1.000,8.8,2.2,1.1,0.2,2021
61,58,Sam Merrill,"Dec 23, '20, MIL @ BOS",24,4,60,587,91,217,70,173,11,14,13,74,53,16,2,19,44,263,.419,.405,.786,9.8,4.4,1.2,0.9,2021
62,59,Aaron Nesmith,"Dec 25, '20, BOS vs. BRK",21,4,202,3847,531,1197,253,678,197,246,131,594,176,126,71,157,495,1512,.444,.373,.801,19.0,7.5,2.9,0.9,2021
63,60,Zeke Nnaji,"Dec 28, '20, DEN vs. HOU",20,4,166,2130,294,565,82,217,115,177,172,422,61,47,60,80,259,785,.520,.378,.650,12.8,4.7,2.5,0.4,2021
64,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2021
65,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2021
66,61,Jordan Nwora,"Dec 25, '20, MIL vs. GSW",22,4,166,2768,469,1098,201,524,129,161,104,532,165,70,39,157,186,1268,.427,.384,.801,16.7,7.6,3.2,1.0,2021
67,62,Chuma Okeke,"Dec 23, '20, ORL vs. MIA",22,4,159,3515,407,1052,201,620,101,126,120,649,264,166,77,115,189,1116,.387,.324,.802,22.1,7.0,4.1,1.7,2021
68,63,Onyeka Okongwu,"Jan 15, '21, ATL @ UTA",20,4,210,4224,687,1074,16,58,329,434,472,1237,197,127,228,178,588,1719,.640,.276,.758,20.1,8.2,5.9,0.9,2021
69,64,Isaac Okoro,"Dec 23, '20, CLE vs. CHO",20,4,235,6454,696,1500,202,606,349,469,223,676,390,196,87,205,564,1943,.464,.333,.744,27.5,8.3,2.9,1.7,2021
70,65,Cameron Oliver,"May 10, '21, HOU @ POR",24,2,6,130,29,48,5,16,3,7,7,27,8,3,5,3,16,66,.604,.313,.429,21.7,11.0,4.5,1.3,2021
71,66,Daniel Oturu,"Dec 25, '20, LAC @ DEN",21,2,33,188,25,58,1,6,12,17,22,53,10,4,9,9,25,63,.431,.167,.706,5.7,1.9,1.6,0.3,2021
72,67,Reggie Perry,"Dec 22, '20, BRK vs. GSW",20,2,36,398,72,157,7,37,19,28,42,120,26,15,12,26,73,170,.459,.189,.679,11.1,4.7,3.3,0.7,2021
73,68,Aleksej Pokusevski,"Dec 26, '20, OKC @ CHO",19,4,147,3067,435,1124,154,516,89,129,150,697,297,79,124,239,209,1113,.387,.298,.690,20.9,7.6,4.7,2.0,2021
74,69,Jontay Porter,"Mar 15, '21, MEM @ PHO",21,2,12,61,8,17,3,10,3,5,4,17,1,3,1,7,14,22,.471,.300,.600,5.1,1.8,1.4,0.1,2021
75,70,Payton Pritchard,"Dec 23, '20, BOS vs. MIL",23,4,218,3593,533,1249,313,790,86,102,123,486,424,90,19,152,243,1465,.427,.396,.843,16.5,6.7,2.2,1.9,2021
76,71,Immanuel Quickley,"Dec 23, '20, NYK @ IND",21,4,255,6170,1097,2606,494,1328,624,726,119,807,763,182,33,289,498,3312,.421,.372,.860,24.2,13.0,3.2,3.0,2021
77,72,Jahmi'us Ramsey,"Dec 27, '20, SAC vs. PHO",19,2,32,228,39,96,10,37,12,19,6,23,13,5,2,8,18,100,.406,.270,.632,7.1,3.1,0.7,0.4,2021
78,73,Paul Reed,"Jan 4, '21, PHI vs. CHO",21,4,166,1732,296,519,9,36,68,100,246,562,96,112,100,96,284,669,.570,.250,.680,10.4,4.0,3.4,0.6,2021
79,74,Nick Richards,"Dec 30, '20, CHO @ DAL",23,4,159,2253,351,540,1,2,226,305,243,699,72,32,125,111,279,929,.650,.500,.741,14.2,5.8,4.4,0.5,2021
80,75,Grant Riller,"Apr 4, '21, CHO @ BOS",23,1,7,27,8,12,2,4,0,0,0,1,3,1,0,1,0,18,.667,.500,,3.9,2.6,0.1,0.4,2021
81,76,Jay Scrubb,"May 11, '21, LAC @ TOR",20,3,24,235,37,89,10,32,13,17,4,36,10,10,3,17,16,97,.416,.313,.765,9.8,4.0,1.5,0.4,2021
82,77,Deividas Sirvydis,"Jan 6, '21, DET @ MIL",20,2,23,160,15,50,11,35,3,6,0,35,6,5,1,5,13,44,.300,.314,.500,7.0,1.9,1.5,0.3,2021
83,78,Jalen Smith,"Dec 23, '20, PHO vs. DAL",20,4,167,2698,523,1033,122,375,214,286,267,849,114,43,114,141,315,1382,.506,.325,.748,16.2,8.3,5.1,0.7,2021
84,79,Cassius Stanley,"Dec 26, '20, IND @ CHI",21,2,33,248,32,89,7,30,17,19,13,39,5,6,4,7,31,88,.360,.233,.895,7.5,2.7,1.2,0.2,2021
85,80,Lamar Stevens,"Dec 27, '20, CLE vs. PHI",23,4,177,2694,359,765,54,191,133,187,125,481,108,79,53,95,248,905,.469,.283,.711,15.2,5.1,2.7,0.6,2021
86,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2021
87,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2021
88,81,Isaiah Stewart,"Dec 28, '20, DET @ ATL",19,4,217,5544,779,1569,142,412,283,391,552,1670,259,89,215,263,601,1983,.496,.345,.724,25.5,9.1,7.7,1.2,2021
89,82,Jae'Sean Tate,"Dec 26, '20, HOU @ POR",25,4,209,5345,852,1709,153,492,299,424,337,1018,517,200,90,299,692,2156,.499,.311,.705,25.6,10.3,4.9,2.5,2021
90,83,Tyrell Terry,"Dec 25, '20, DAL @ LAL",20,2,13,59,6,17,0,7,1,3,0,6,6,5,0,2,3,13,.353,.000,.333,4.5,1.0,0.5,0.5,2021
91,84,Brodric Thomas,"Dec 26, '20, HOU @ POR",24,2,44,459,47,126,18,68,34,51,10,63,41,16,11,28,47,146,.373,.265,.667,10.4,3.3,1.4,0.9,2021
92,85,Killian Tillie,"Feb 28, '21, MEM @ HOU",22,2,54,643,62,184,37,119,14,19,27,84,30,28,23,15,78,175,.337,.311,.737,11.9,3.2,1.6,0.6,2021
93,86,Xavier Tillman Sr.,"Jan 3, '21, MEM vs. LAL",22,4,195,3390,504,953,46,168,136,233,293,820,264,175,97,140,310,1190,.529,.274,.584,17.4,6.1,4.2,1.4,2021
94,87,Obi Toppin,"Dec 23, '20, NYK @ IND",22,4,234,3754,693,1362,205,612,191,250,161,726,219,83,80,142,298,1782,.509,.335,.764,16.0,7.6,3.1,0.9,2021
95,88,Devin Vassell,"Dec 23, '20, SAS @ MEM",20,4,200,5056,908,2082,369,999,271,332,89,728,417,197,82,174,319,2456,.436,.369,.816,25.3,12.3,3.6,2.1,2021
96,89,Greg Whittington,"Feb 27, '21, DEN @ OKC",27,1,4,12,0,3,0,2,0,0,0,0,0,0,0,0,0,0,.000,.000,,3.0,0.0,0.0,0.0,2021
97,90,Patrick Williams,"Dec 23, '20, CHI vs. ATL",19,4,206,5716,758,1605,232,561,254,327,202,866,267,177,154,260,368,2002,.472,.414,.777,27.7,9.7,4.2,1.3,2021
98,91,Dylan Windler,"Dec 23, '20, CLE vs. CHO",24,4,87,989,97,233,49,151,36,45,41,197,69,34,15,49,85,279,.416,.325,.800,11.4,3.2,2.3,0.8,2021
99,92,Cassius Winston,"Jan 11, '21, WAS vs. PHO",22,2,29,137,18,44,10,23,9,10,0,10,19,2,1,8,17,55,.409,.435,.900,4.7,1.9,0.3,0.7,2021
100,93,James Wiseman,"Dec 22, '20, GSW @ BRK",19,3,107,2033,446,800,16,59,139,209,163,593,70,22,78,135,278,1047,.558,.271,.665,19.0,9.8,5.5,0.7,2021
101,94,Robert Woodard II,"Dec 27, '20, SAC vs. PHO",21,2,25,87,10,36,2,10,5,10,9,27,5,1,4,2,7,27,.278,.200,.500,3.5,1.1,1.1,0.2,2021
0,1,Santi Aldama,"Oct 27, '21, MEM @ POR",21,3,136,2691,412,906,144,439,154,219,154,611,167,68,76,102,223,1122,.455,.328,.703,19.8,8.3,4.5,1.2,2022
1,2,Jose Alvarado,"Nov 3, '21, NOP @ SAC",23,3,136,2501,385,908,143,428,116,158,64,293,378,161,26,140,231,1029,.424,.334,.734,18.4,7.6,2.2,2.8,2022
2,3,Joel Ayayi,"Oct 25, '21, WAS @ BRK",21,1,7,20,1,6,0,1,0,0,1,3,4,0,0,0,0,2,.167,.000,,2.9,0.3,0.4,0.6,2022
3,4,Dalano Banton,"Oct 20, '21, TOR vs. WAS",22,3,110,1086,154,365,29,110,52,78,60,198,142,43,25,79,116,389,.422,.264,.667,9.9,3.5,1.8,1.3,2022
4,5,Cat Barber,"Dec 25, '21, ATL @ NYK",27,1,3,13,0,4,0,0,0,4,1,3,3,0,0,1,1,0,.000,,.000,4.3,0.0,1.0,1.0,2022
5,6,Scottie Barnes,"Oct 20, '21, TOR vs. WAS",20,3,185,6495,1187,2499,195,609,457,601,461,1378,824,213,163,371,431,3026,.475,.320,.760,35.1,16.4,7.4,4.5,2022
6,7,Paris Bass,"Jan 2, '22, PHO @ CHO",26,1,2,7,2,6,0,2,2,2,2,4,0,1,0,2,2,6,.333,.000,1.000,3.5,3.0,2.0,0.0,2022
7,8,Charles Bassey,"Oct 20, '21, PHI @ NOP",21,3,77,881,146,222,3,13,36,55,120,331,75,29,67,64,137,331,.658,.231,.655,11.4,4.3,4.3,1.0,2022
8,9,Leandro Bolmaro,"Oct 20, '21, MIN vs. HOU",21,2,49,309,20,74,5,22,11,13,20,50,28,9,1,20,36,56,.270,.227,.846,6.3,1.1,1.0,0.6,2022
9,10,Brandon Boston Jr.,"Oct 25, '21, LAC vs. POR",20,3,78,1052,186,471,49,152,94,116,26,147,74,36,13,44,69,515,.395,.322,.810,13.5,6.6,1.9,0.9,2022
10,11,James Bouknight,"Oct 22, '21, CHO @ CLE",21,3,70,847,126,349,56,169,47,61,31,130,70,21,6,48,79,355,.361,.331,.770,12.1,5.1,1.9,1.0,2022
11,12,Chaundee Brown Jr.,"Dec 17, '21, LAL @ MIN",23,1,5,104,10,32,6,18,5,6,1,16,4,2,0,1,7,31,.313,.333,.833,20.8,6.2,3.2,0.8,2022
12,13,Greg Brown III,"Oct 23, '21, POR vs. PHO",20,3,69,761,94,224,20,69,53,86,42,161,41,30,30,45,106,261,.420,.290,.616,11.0,3.8,2.3,0.6,2022
13,14,Shaq Buchanan,"Dec 26, '21, MEM @ SAC",25,1,2,10,1,4,0,2,0,0,1,2,2,1,0,2,1,2,.250,.000,,5.0,1.0,1.0,1.0,2022
14,15,Jared Butler,"Oct 20, '21, UTA vs. OKC",21,3,63,556,100,228,43,124,23,31,6,60,98,30,9,48,66,266,.439,.347,.742,8.8,4.2,1.0,1.6,2022
15,16,Ahmad Caver,"Jan 5, '22, IND vs. BRK",25,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.000,,,1.0,2.0,0.0,0.0,2022
16,17,Justin Champagnie,"Oct 22, '21, TOR @ BOS",20,2,41,315,36,82,11,33,9,9,40,80,15,9,4,8,34,92,.439,.333,1.000,7.7,2.2,2.0,0.4,2022
17,18,Josh Christopher,"Oct 20, '21, HOU @ MIN",20,2,138,2120,377,829,77,278,128,173,72,257,223,98,28,174,156,959,.455,.277,.740,15.4,6.9,1.9,1.6,2022
18,19,Sharife Cooper,"Oct 21, '21, ATL vs. DAL",20,1,13,39,3,14,1,6,0,0,0,5,5,0,0,5,1,7,.214,.167,,3.0,0.5,0.4,0.4,2022
19,20,Petr Cornelie,"Oct 25, '21, DEN vs. CLE",26,1,13,38,5,15,1,8,3,4,7,14,3,1,1,4,7,14,.333,.125,.750,2.9,1.1,1.1,0.2,2022
20,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2022
21,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2022
22,21,Jarron Cumberland,"Dec 27, '21, POR vs. DAL",24,1,3,12,1,2,0,1,0,0,1,3,1,0,0,0,2,2,.500,.000,,4.0,0.7,1.0,0.3,2022
23,22,Cade Cunningham,"Oct 30, '21, DET vs. ORL",20,3,110,3683,815,1911,196,615,316,370,86,566,683,123,61,407,330,2142,.426,.319,.854,33.5,19.5,5.1,6.2,2022
24,23,Javin DeLaurier,"Jan 1, '22, MIL vs. NOP",23,1,1,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,,,3.0,0.0,1.0,0.0,2022
25,24,Ayo Dosunmu,"Oct 20, '21, CHI @ DET",22,3,191,4979,665,1338,161,474,146,196,96,518,526,148,65,235,425,1637,.497,.340,.745,26.1,8.6,2.7,2.8,2022
26,25,Jeff Dowtin,"Nov 3, '21, GSW vs. CHO",24,2,34,367,33,83,6,25,8,11,14,41,41,14,4,10,18,80,.398,.240,.727,10.8,2.4,1.2,1.2,2022
27,26,Chris Duarte,"Oct 20, '21, IND @ CHO",24,3,131,2842,432,1066,168,490,167,204,71,400,206,99,21,149,216,1199,.405,.343,.819,21.7,9.2,3.1,1.6,2022
28,27,David Duke Jr.,"Dec 8, '21, BRK @ HOU",22,2,45,569,75,186,10,49,29,38,41,96,38,24,8,27,67,189,.403,.204,.763,12.6,4.2,2.1,0.8,2022
