,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year
29,28,Jaime Echenique,"Dec 30, '21, WAS vs. CLE",24,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3.0,0.0,0.0,0.0,2022
30,29,Kessler Edwards,"Nov 16, '21, BRK vs. GSW",21,3,109,1495,159,394,72,213,28,36,70,251,60,45,32,56,134,418,.404,.338,.778,13.7,3.8,2.3,0.6,2022
31,30,Rob Edwards,"Dec 29, '21, OKC @ PHO",25,1,2,11,1,4,1,4,0,0,0,3,0,0,0,1,0,3,.250,.250,,5.5,1.5,1.5,0.0,2022
32,31,Aleem Ford,"Dec 17, '21, ORL vs. MIA",24,1,5,74,6,20,2,15,0,0,2,15,2,1,0,4,7,14,.300,.133,,14.8,2.8,3.0,0.4,2022
33,32,Marcus Garrett,"Oct 21, '21, MIA vs. MIL",23,1,12,128,5,21,1,4,2,5,9,23,7,5,3,2,16,13,.238,.250,.400,10.7,1.1,1.9,0.6,2022
34,33,Usman Garuba,"Oct 20, '21, HOU @ MIN",19,3,101,1215,105,222,29,79,34,54,141,390,82,55,40,53,164,273,.473,.367,.630,12.0,2.7,3.9,0.8,2022
35,34,Luka Garza,"Oct 23, '21, DET @ CHI",23,3,66,650,133,275,30,91,84,121,94,170,40,12,8,33,104,380,.484,.330,.694,9.8,5.8,2.6,0.6,2022
36,35,Josh Giddey,"Oct 20, '21, OKC @ UTA",19,3,162,4874,981,2142,165,535,194,264,294,1210,955,132,64,462,274,2321,.458,.308,.735,30.1,14.3,7.5,5.9,2022
37,36,Jordan Goodwin,"Dec 28, '21, WAS @ MIA",23,3,95,1638,223,532,61,197,76,96,95,321,242,78,34,84,136,583,.419,.310,.792,17.2,6.1,3.4,2.5,2022
38,37,Hassani Gravett,"Dec 17, '21, ORL vs. MIA",25,1,8,171,18,38,11,26,3,4,1,21,20,5,1,9,13,50,.474,.423,.750,21.4,6.3,2.6,2.5,2022
39,38,Jalen Green,"Oct 20, '21, HOU @ MIN",19,3,175,5705,1157,2770,415,1214,668,844,87,656,556,121,47,406,275,3397,.418,.342,.791,32.6,19.4,3.7,3.2,2022
40,39,Quentin Grimes,"Oct 20, '21, NYK vs. BOS",21,3,148,3538,447,1015,280,732,95,125,81,368,226,98,38,109,295,1269,.440,.383,.760,23.9,8.6,2.5,1.5,2022
41,40,Tyler Hall,"Dec 25, '21, NYK vs. ATL",24,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.0,0.0,0.0,0.0,2022
42,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2022
43,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2022
44,41,Sam Hauser,"Nov 20, '21, BOS vs. OKC",24,3,139,2184,300,660,237,564,20,27,66,349,114,45,32,48,154,857,.455,.420,.741,15.7,6.2,2.5,0.8,2022
45,42,Aaron Henry,"Oct 20, '21, PHI @ NOP",22,1,6,17,1,5,0,1,0,0,0,1,0,0,2,2,2,2,.200,.000,,2.8,0.3,0.2,0.0,2022
46,43,Malcolm Hill,"Dec 25, '21, ATL @ NYK",26,2,24,221,26,56,14,39,11,14,11,38,8,7,3,3,25,77,.464,.359,.786,9.2,3.2,1.6,0.3,2022
47,44,Jay Huff,"Nov 6, '21, LAL @ POR",23,3,13,117,16,29,6,14,15,16,7,25,11,4,5,6,16,53,.552,.429,.938,9.0,4.1,1.9,0.8,2022
48,45,Feron Hunt,"Apr 8, '22, NYK @ WAS",22,1,2,8,0,2,0,0,0,0,1,1,1,1,0,1,1,0,.000,,,4.0,0.0,0.5,0.5,2022
49,46,Bones Hyland,"Oct 25, '21, DEN vs. CLE",21,3,140,2622,500,1246,268,728,203,239,36,338,390,88,35,188,271,1471,.401,.368,.849,18.7,10.5,2.4,2.8,2022
50,47,Isaiah Jackson,"Oct 23, '21, IND vs. MIA",20,3,124,1946,369,634,7,32,193,286,212,541,85,71,177,107,317,938,.582,.219,.675,15.7,7.6,4.4,0.7,2022
51,48,DeJon Jarreau,"Oct 29, '21, IND @ BRK",24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,2022
52,49,David Johnson,"Oct 27, '21, TOR vs. IND",20,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,.000,.000,,1.0,0.0,0.0,0.0,2022
53,50,Jalen Johnson,"Oct 21, '21, ATL vs. DAL",20,3,111,1740,295,556,55,170,92,133,79,461,137,63,52,88,165,737,.531,.324,.692,15.7,6.6,4.2,1.2,2022
54,51,Keon Johnson,"Nov 7, '21, LAC vs. CHO",19,3,78,1134,166,458,64,185,72,96,35,126,136,48,19,90,113,468,.362,.346,.750,14.5,6.0,1.6,1.7,2022
55,52,Carlik Jones,"Dec 23, '21, DAL vs. MIL",24,2,12,79,7,24,3,7,7,10,2,8,11,3,0,5,2,24,.292,.429,.700,6.6,2.0,0.7,0.9,2022
56,53,Herbert Jones,"Oct 20, '21, NOP vs. PHI",23,3,176,5236,630,1333,151,444,325,399,234,689,410,277,133,231,544,1736,.473,.340,.815,29.8,9.9,3.9,2.3,2022
57,54,Kai Jones,"Oct 22, '21, CHO @ CLE",21,2,67,613,76,134,5,21,22,34,40,134,19,18,32,37,73,179,.567,.238,.647,9.1,2.7,2.0,0.3,2022
58,55,Georgios Kalaitzakis,"Oct 19, '21, MIL vs. BRK",23,1,13,214,31,67,10,26,14,30,6,21,12,11,2,20,19,86,.463,.385,.467,16.5,6.6,1.6,0.9,2022
59,56,Braxton Key,"Jan 7, '22, PHI vs. SAS",24,3,23,235,37,83,6,23,11,18,14,57,17,11,11,11,29,91,.446,.261,.611,10.2,4.0,2.5,0.7,2022
60,57,Corey Kispert,"Oct 22, '21, WAS vs. IND",22,3,183,4610,655,1375,339,878,178,217,97,484,219,78,36,133,244,1827,.476,.386,.820,25.2,10.0,2.6,1.2,2022
61,58,Vit Krejci,"Oct 20, '21, OKC @ UTA",21,2,59,855,83,204,37,119,20,24,24,127,74,24,9,34,82,223,.407,.311,.833,14.5,3.8,2.2,1.3,2022
62,59,Arnoldas Kulboka,"Dec 10, '21, CHO vs. SAC",24,1,2,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,.000,.000,,2.5,0.0,0.0,0.0,2022
63,60,Jonathan Kuminga,"Oct 30, '21, GSW vs. OKC",19,3,170,3309,654,1267,127,377,306,453,166,600,236,91,63,214,375,1741,.516,.337,.675,19.5,10.2,3.5,1.4,2022
64,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2022
65,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2022
66,61,Jock Landale,"Oct 20, '21, SAS vs. ORL",26,3,143,1746,294,583,52,186,121,156,201,456,123,31,49,98,199,761,.504,.280,.776,12.2,5.3,3.2,0.9,2022
67,62,Scottie Lewis,"Dec 13, '21, CHO @ DAL",21,1,2,7,0,0,0,0,1,2,0,0,1,1,0,0,0,1,,,.500,3.5,0.5,0.0,0.5,2022
68,63,Isaiah Livers,"Dec 16, '21, DET @ IND",23,3,89,1950,191,473,117,331,54,69,53,237,81,51,38,61,172,553,.404,.353,.783,21.9,6.2,2.7,0.9,2022
69,64,Gabriel Lundberg,"Apr 3, '22, PHO @ OKC",27,1,4,44,5,19,3,8,0,0,2,7,11,3,0,3,7,13,.263,.375,,11.0,3.3,1.8,2.8,2022
70,65,Sandro Mamukelashvili,"Oct 19, '21, MIL vs. BRK",22,3,103,1203,172,390,59,177,67,91,117,304,108,26,26,58,93,470,.441,.333,.736,11.7,4.6,3.0,1.0,2022
71,66,Tre Mann,"Oct 20, '21, OKC @ UTA",20,3,139,2652,444,1124,184,544,108,138,55,343,227,90,23,141,204,1180,.395,.338,.783,19.1,8.5,2.5,1.6,2022
72,67,Miles McBride,"Oct 22, '21, NYK @ ORL",21,3,125,1249,125,358,66,224,37,56,18,97,122,57,9,31,119,353,.349,.295,.661,10.0,2.8,0.8,1.0,2022
73,68,Mac McClung,"Dec 29, '21, CHI vs. ATL",23,2,4,66,12,26,5,14,4,6,3,13,10,1,1,6,8,33,.462,.357,.667,16.5,8.3,3.3,2.5,2022
74,69,Cameron McGriff,"Dec 27, '21, POR vs. DAL",24,1,3,46,5,14,2,6,2,2,6,15,3,0,1,0,7,14,.357,.333,1.000,15.3,4.7,5.0,1.0,2022
75,70,JaQuori McLaughlin,"Nov 2, '21, DAL vs. MIA",24,1,4,11,0,2,0,1,0,0,0,0,2,0,0,0,1,0,.000,.000,,2.8,0.0,0.0,0.5,2022
76,71,Davion Mitchell,"Oct 20, '21, SAC @ POR",23,3,181,3865,569,1340,177,568,92,131,52,296,550,104,41,192,285,1407,.425,.312,.702,21.4,7.8,1.6,3.0,2022
77,72,Evan Mobley,"Oct 20, '21, CLE @ MEM",20,3,169,5751,1089,2025,47,204,422,621,386,1501,459,133,269,327,425,2647,.538,.230,.680,34.0,15.7,8.9,2.7,2022
78,73,Moses Moody,"Oct 19, '21, GSW @ LAL",19,3,146,1983,280,603,119,336,106,142,82,284,101,46,27,70,139,785,.464,.354,.746,13.6,5.4,1.9,0.7,2022
79,74,Xavier Moon,"Dec 27, '21, LAC vs. BRK",27,3,16,169,29,62,6,18,3,5,2,19,32,7,3,8,12,67,.468,.333,.600,10.6,4.2,1.2,2.0,2022
80,75,Ade Murkey,"Dec 22, '21, SAC vs. LAC",24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,2022
81,76,Trey Murphy III,"Oct 20, '21, NOP vs. PHI",21,3,153,3636,554,1200,306,761,245,274,110,476,170,121,54,85,229,1659,.462,.402,.894,23.8,10.8,3.1,1.1,2022
82,77,RJ Nembhard Jr.,"Oct 22, '21, CLE vs. CHO",22,1,14,63,6,18,0,2,3,4,3,7,12,1,0,3,2,15,.333,.000,.750,4.5,1.1,0.5,0.9,2022
83,78,Daishen Nix,"Nov 29, '21, HOU vs. OKC",19,3,87,1196,111,312,49,171,40,68,25,132,172,47,7,112,80,311,.356,.287,.588,13.7,3.6,1.5,2.0,2022
84,79,Eugene Omoruyi,"Oct 29, '21, DAL @ DEN",24,3,61,762,132,282,31,106,67,98,55,144,40,36,4,43,110,362,.468,.292,.684,12.5,5.9,2.4,0.7,2022
85,80,Jaysean Paige,"Jan 1, '22, DET vs. SAS",27,1,1,7,0,3,0,2,0,0,0,1,1,0,0,1,2,0,.000,.000,,7.0,0.0,1.0,1.0,2022
86,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2022
87,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2022
88,81,Trayvon Palmer,"Dec 29, '21, DET vs. NYK",27,1,1,17,0,1,0,0,0,0,0,2,0,0,0,1,2,0,.000,,,17.0,0.0,2.0,0.0,2022
89,82,Kevin Pangos,"Oct 22, '21, CLE vs. CHO",29,1,24,166,15,46,6,26,3,4,2,11,30,3,0,7,11,39,.326,.231,.750,6.9,1.6,0.5,1.3,2022
90,83,Jamorko Pickett,"Oct 23, '21, DET @ CHI",24,1,13,176,18,50,13,39,1,2,6,32,7,0,7,5,12,50,.360,.333,.500,13.5,3.8,2.5,0.5,2022
91,84,Yves Pons,"Nov 12, '21, MEM vs. PHO",22,1,12,71,5,16,3,9,0,2,5,12,1,1,4,1,6,13,.313,.333,.000,5.9,1.1,1.0,0.1,2022
92,85,Micah Potter,"Jan 1, '22, DET vs. SAS",23,3,12,90,15,27,4,10,2,2,7,29,4,2,1,3,9,36,.556,.400,1.000,7.5,3.0,2.4,0.3,2022
93,86,Myles Powell,"Dec 20, '21, PHI @ BOS",24,1,11,52,5,17,1,6,2,2,1,6,3,1,0,3,8,13,.294,.167,1.000,4.7,1.2,0.5,0.3,2022
94,87,Joshua Primo,"Oct 20, '21, SAS vs. ORL",19,3,55,1063,111,298,45,150,51,68,34,126,99,21,26,71,87,318,.372,.300,.750,19.3,5.8,2.3,1.8,2022
95,88,Trevelin Queen,"Dec 18, '21, HOU @ DET",24,3,19,183,24,70,11,43,10,11,15,35,16,10,7,14,15,69,.343,.256,.909,9.6,3.6,1.8,0.8,2022
96,89,Neemias Queta,"Dec 17, '21, SAC vs. MEM",22,3,32,323,49,92,0,0,23,35,46,105,14,7,14,12,51,121,.533,,.657,10.1,3.8,3.3,0.4,2022
97,90,Austin Reaves,"Oct 22, '21, LAL vs. PHO",23,3,160,4297,590,1193,197,546,436,506,111,542,501,93,43,218,253,1813,.495,.361,.862,26.9,11.3,3.4,3.1,2022
98,91,Jeremiah Robinson-Earl,"Oct 20, '21, OKC @ UTA",21,3,106,2058,267,615,102,292,81,102,157,494,101,57,27,65,158,717,.434,.349,.794,19.4,6.8,4.7,1.0,2022
99,92,Matt Ryan,"Apr 10, '22, BOS @ MEM",24,3,48,613,79,196,65,157,23,26,9,56,30,11,2,23,51,246,.403,.414,.885,12.8,5.1,1.2,0.6,2022
100,93,Olivier Sarr,"Dec 28, '21, OKC @ SAC",22,3,39,602,79,142,16,42,35,44,52,150,25,7,25,28,83,209,.556,.381,.795,15.4,5.4,3.8,0.6,2022
101,94,Jordan Schakel,"Dec 26, '21, WAS vs. PHI",23,2,6,36,2,13,2,7,2,2,2,8,1,2,0,1,1,8,.154,.286,1.000,6.0,1.3,1.3,0.2,2022
102,95,Tre Scott,"Dec 22, '21, CLE @ BOS",25,1,2,11,3,6,0,1,0,0,1,2,0,1,1,0,2,6,.500,.000,,5.5,3.0,1.0,0.0,2022
103,96,Alperen Şengün,"Oct 20, '21, HOU @ MIN",19,3,179,4683,962,1819,69,244,497,692,465,1360,643,166,163,417,574,2490,.529,.283,.718,26.2,13.9,7.6,3.6,2022
104,97,Day'Ron Sharpe,"Oct 24, '21, BRK vs. CHO",20,3,115,1510,285,503,9,25,106,176,279,610,103,41,78,109,230,685,.567,.360,.602,13.1,6.0,5.3,0.9,2022
105,98,Marko Simonovic,"Nov 22, '21, CHI vs. IND",22,2,16,55,6,22,2,9,9,13,6,12,0,1,1,2,11,23,.273,.222,.692,3.4,1.4,0.8,0.0,2022
106,99,Zavier Simpson,"Apr 5, '22, OKC vs. POR",24,1,4,174,19,52,1,8,5,5,2,21,30,5,4,10,15,44,.365,.125,1.000,43.5,11.0,5.3,7.5,2022
107,100,Jericho Sims,"Oct 20, '21, NYK vs. BOS",23,3,108,1471,132,176,0,1,27,50,166,436,49,27,51,49,176,291,.750,.000,.540,13.6,2.7,4.0,0.5,2022
108,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2022
109,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2022
110,101,Javonte Smart,"Dec 4, '21, MIL vs. MIA",22,2,18,201,19,60,8,27,5,6,5,24,16,6,3,11,12,51,.317,.296,.833,11.2,2.8,1.3,0.9,2022
111,102,Xavier Sneed,"Dec 31, '21, MEM vs. SAS",24,2,13,87,7,20,4,14,4,4,2,11,6,0,1,3,9,22,.350,.286,1.000,6.7,1.7,0.8,0.5,2022
112,103,Jaden Springer,"Oct 20, '21, PHI @ NOP",19,3,38,288,42,98,7,24,18,24,23,44,27,18,13,22,44,109,.429,.292,.750,7.6,2.9,1.2,0.7,2022
113,104,Jalen Suggs,"Oct 20, '21, ORL @ SAS",20,3,131,3365,521,1295,164,550,270,355,99,431,442,171,67,300,347,1476,.402,.298,.761,25.7,11.3,3.3,3.4,2022
114,105,Craig Sword,"Dec 28, '21, WAS @ MIA",28,1,3,19,3,4,0,1,0,0,0,0,1,4,0,1,7,6,.750,.000,,6.3,2.0,0.0,0.3,2022
115,106,Keifer Sykes,"Dec 29, '21, IND vs. CHO",28,1,32,566,69,190,27,90,15,17,8,45,62,12,4,33,51,180,.363,.300,.882,17.7,5.6,1.4,1.9,2022
116,107,Terry Taylor,"Jan 5, '22, IND vs. BRK",22,3,77,1068,184,312,17,60,42,62,133,236,54,20,15,37,95,427,.590,.283,.677,13.9,5.5,3.1,0.7,2022
117,108,Jon Teske,"Jan 3, '22, MEM @ BRK",24,1,3,8,0,1,0,0,0,2,0,2,1,1,0,0,1,0,.000,,.000,2.7,0.0,0.7,0.3,2022
118,109,Cam Thomas,"Oct 19, '21, BRK @ MIL",20,3,150,2878,619,1423,148,450,329,391,32,321,215,69,24,161,174,1715,.435,.329,.841,19.2,11.4,2.1,1.4,2022
119,110,JT Thor,"Oct 22, '21, CHO @ CLE",19,3,128,1607,151,376,59,193,48,74,66,257,66,36,44,60,120,409,.402,.306,.649,12.6,3.2,2.0,0.5,2022
120,111,Isaiah Todd,"Oct 25, '21, WAS @ BRK",20,2,18,135,10,45,5,26,4,8,5,24,8,5,2,6,8,29,.222,.192,.500,7.5,1.6,1.3,0.4,2022
121,112,Franz Wagner,"Oct 20, '21, ORL @ SAS",20,3,193,6173,1260,2654,273,794,598,703,190,884,646,184,63,349,426,3391,.475,.344,.851,32.0,17.6,4.6,3.3,2022
122,113,Ish Wainright,"Nov 19, '21, PHO vs. DAL",27,3,112,1320,131,349,82,248,35,45,72,202,68,60,29,36,170,379,.375,.331,.778,11.8,3.4,1.8,0.6,2022
123,114,M.J. Walker,"Dec 31, '21, PHO @ BOS",23,1,2,8,0,4,0,2,0,0,0,1,1,2,0,0,1,0,.000,.000,,4.0,0.0,0.5,0.5,2022
124,115,Duane Washington Jr.,"Oct 29, '21, IND @ BRK",21,2,79,1362,267,683,121,326,62,85,6,119,148,32,7,91,89,717,.391,.371,.729,17.2,9.1,1.5,1.9,2022
125,116,Lindy Waters III,"Feb 11, '22, OKC @ PHI",24,3,78,1091,155,384,124,338,20,25,23,158,59,33,20,22,81,454,.404,.367,.800,14.0,5.8,2.0,0.8,2022
126,117,Trendon Watford,"Nov 14, '21, POR @ DEN",21,3,135,2390,388,711,42,124,167,223,123,519,255,70,47,137,275,985,.546,.339,.749,17.7,7.3,3.8,1.9,2022
127,118,Joe Wieskamp,"Nov 10, '21, SAS vs. SAC",22,2,38,255,23,70,17,55,7,13,4,18,12,4,3,3,17,70,.329,.309,.538,6.7,1.8,0.5,0.3,2022
128,119,Aaron Wiggins,"Nov 14, '21, OKC vs. BRK",23,3,151,2892,402,801,106,293,141,183,139,461,172,82,28,126,237,1051,.502,.362,.770,19.2,7.0,3.1,1.1,2022
129,120,Lindell Wigginton,"Jan 13, '22, MIL vs. GSW",23,3,29,294,46,103,15,46,29,46,3,32,37,5,3,25,25,136,.447,.326,.630,10.1,4.7,1.1,1.3,2022
130,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2022
131,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2022
132,121,Brandon Williams,"Dec 27, '21, POR vs. DAL",22,2,26,653,107,286,31,106,68,99,21,77,95,25,10,59,53,313,.374,.292,.687,25.1,12.0,3.0,3.7,2022
133,122,Ziaire Williams,"Oct 20, '21, MEM vs. CLE",20,3,131,2494,358,831,136,444,95,118,61,321,142,63,27,116,223,947,.431,.306,.805,19.0,7.2,2.5,1.1,2022
134,123,McKinley Wright IV,"Oct 20, '21, MIN vs. HOU",23,2,32,354,48,101,10,30,13,19,9,47,61,8,5,20,25,119,.475,.333,.684,11.1,3.7,1.5,1.9,2022
135,124,Moses Wright,"Dec 22, '21, LAC @ SAC",23,1,4,14,1,4,0,1,3,3,1,3,2,0,1,0,0,5,.250,.000,1.000,3.5,1.3,0.8,0.5,2022
136,125,Gabe York,"Apr 9, '22, IND @ PHI",28,2,5,77,10,28,7,24,5,7,0,8,9,4,1,1,9,32,.357,.292,.714,15.4,6.4,1.6,1.8,2022
137,126,Omer Yurtseven,"Oct 21, '21, MIA vs. MIL",23,3,85,1022,181,343,7,31,49,75,123,405,64,23,32,64,131,418,.528,.226,.653,12.0,4.9,4.8,0.8,2022
0,1,Ochai Agbaji,"Oct 19, '22, UTA vs. DEN",22,2,94,1938,254,582,122,342,66,83,71,207,103,39,32,66,151,696,.436,.357,.795,20.6,7.4,2.2,1.1,2023
1,2,Patrick Baldwin Jr.,"Oct 30, '22, GSW @ DET",20,2,40,278,48,125,35,91,8,10,3,51,14,6,5,12,19,139,.384,.385,.800,7.0,3.5,1.3,0.4,2023
2,3,Paolo Banchero,"Oct 19, '22, ORL @ DET",20,2,106,3603,750,1705,135,417,565,777,127,737,429,93,59,312,232,2200,.440,.324,.727,34.0,20.8,7.0,4.0,2023
3,4,Dominick Barlow,"Nov 2, '22, SAS vs. TOR",19,2,40,509,58,116,1,8,23,33,53,125,31,15,21,17,69,140,.500,.125,.697,12.7,3.5,3.1,0.8,2023
4,5,MarJon Beauchamp,"Oct 22, '22, MIL vs. HOU",22,2,82,1163,157,363,70,195,39,57,56,189,56,30,11,66,115,423,.433,.359,.684,14.2,5.2,2.3,0.7,2023
5,6,Buddy Boeheim,"Oct 21, '22, DET @ NYK",23,1,10,90,5,27,4,25,2,2,2,6,4,2,0,0,6,16,.185,.160,1.000,9.0,1.6,0.6,0.4,2023
6,7,Jamaree Bouyea,"Feb 10, '23, MIA vs. HOU",23,2,11,128,11,35,2,14,1,2,3,16,12,4,2,12,9,25,.314,.143,.500,11.6,2.3,1.5,1.1,2023
7,8,Malaki Branham,"Oct 30, '22, SAS vs. MIN",19,2,99,2286,390,888,111,362,77,91,39,252,208,46,11,119,161,968,.439,.307,.846,23.1,9.8,2.5,2.1,2023
8,9,Christian Braun,"Oct 19, '22, DEN @ UTA",21,2,112,1895,252,525,60,163,90,131,74,309,122,56,31,62,161,654,.480,.368,.687,16.9,5.8,2.8,1.1,2023
9,10,Kendall Brown,"Nov 23, '22, IND vs. MIN",19,1,6,40,4,7,0,1,1,2,2,6,3,4,0,2,9,9,.571,.000,.500,6.7,1.5,1.0,0.5,2023
10,11,John Butler,"Nov 5, '22, POR @ PHO",20,1,19,221,17,53,8,35,3,4,3,17,11,7,9,1,22,45,.321,.229,.750,11.6,2.4,0.9,0.6,2023
11,12,Jamal Cain,"Nov 12, '22, MIA vs. CHO",23,2,31,444,64,127,14,44,29,39,25,79,15,20,5,10,37,171,.504,.318,.744,14.3,5.5,2.5,0.5,2023
12,13,Julian Champagnie,"Nov 22, '22, PHI vs. BRK",21,2,44,709,107,250,69,172,33,40,19,109,33,21,21,29,55,316,.428,.401,.825,16.1,7.2,2.5,0.8,2023
13,14,Kennedy Chandler,"Oct 22, '22, MEM @ DAL",20,1,36,281,35,83,2,15,6,13,9,38,58,12,5,18,15,78,.422,.133,.462,7.8,2.2,1.1,1.6,2023
14,15,Max Christie,"Oct 18, '22, LAL @ GSW",19,2,66,956,91,226,44,123,28,34,12,148,46,20,13,33,68,254,.403,.358,.824,14.5,3.8,2.2,0.7,2023
15,16,Chance Comanche,"Apr 9, '23, POR vs. GSW",26,1,1,21,3,5,0,0,1,4,2,3,0,0,1,0,0,7,.600,,.250,21.0,7.0,3.0,0.0,2023
16,17,Xavier Cooks,"Mar 18, '23, WAS vs. SAC",27,1,10,126,17,28,0,1,4,10,16,38,6,6,4,8,13,38,.607,.000,.400,12.6,3.8,3.8,0.6,2023
17,18,Dyson Daniels,"Oct 19, '22, NOP @ BRK",19,2,94,1826,166,399,51,172,54,80,70,323,224,90,24,91,157,437,.416,.297,.675,19.4,4.6,3.4,2.4,2023
18,19,Johnny Davis,"Oct 25, '22, WAS vs. DET",20,2,44,562,86,215,18,73,18,32,18,84,33,17,9,22,59,208,.400,.247,.563,12.8,4.7,1.9,0.8,2023
19,20,JD Davison,"Nov 11, '22, BOS vs. DEN",20,2,13,69,8,20,2,8,1,2,2,10,11,2,2,4,5,19,.400,.250,.500,5.3,1.5,0.8,0.8,2023
20,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2023
21,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2023
22,21,Darius Days,"Feb 6, '23, HOU vs. SAC",23,1,4,25,5,12,3,10,2,2,1,6,1,0,1,0,2,15,.417,.300,1.000,6.3,3.8,1.5,0.3,2023
23,22,Moussa Diabaté,"Oct 27, '22, LAC @ OKC",21,2,32,253,33,65,1,2,19,28,45,70,8,11,8,11,19,86,.508,.500,.679,7.9,2.7,2.2,0.3,2023
24,23,Ousmane Dieng,"Oct 19, '22, OKC @ MIN",19,2,57,771,103,240,40,138,25,35,26,134,62,15,7,32,54,271,.429,.290,.714,13.5,4.8,2.4,1.1,2023
25,24,Jalen Duren,"Oct 19, '22, DET vs. ORL",19,2,86,2240,367,568,0,4,128,202,298,818,122,53,80,135,244,862,.646,.000,.634,26.0,10.0,9.5,1.4,2023
26,25,Tari Eason,"Oct 19, '22, HOU @ ATL",21,2,104,2247,384,849,77,222,130,178,241,649,115,127,66,121,240,975,.452,.347,.730,21.6,9.4,6.2,1.1,2023
27,26,Keon Ellis,"Nov 17, '22, SAC vs. SAS",23,2,39,375,36,87,27,72,15,24,11,40,39,18,12,14,44,114,.414,.375,.625,9.6,2.9,1.0,1.0,2023
28,27,Simone Fontecchio,"Oct 19, '22, UTA vs. DEN",27,2,85,1487,225,548,125,343,61,77,62,189,82,36,22,71,118,636,.411,.364,.792,17.5,7.5,2.2,1.0,2023
29,28,Michael Foster Jr.,"Nov 22, '22, PHI vs. BRK",20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,2023
30,29,Jacob Gilyard,"Apr 9, '23, MEM @ OKC",24,2,21,352,27,64,24,55,1,1,6,24,66,14,2,15,22,79,.422,.436,1.000,16.8,3.8,1.1,3.1,2023
31,30,RaiQuan Gray,"Apr 9, '23, BRK vs. PHI",23,1,1,35,6,12,2,5,2,2,3,9,7,0,1,4,5,16,.500,.400,1.000,35.0,16.0,9.0,7.0,2023
32,31,A.J. Green,"Oct 22, '22, MIL vs. HOU",23,2,56,496,75,175,63,149,5,5,9,61,35,6,0,9,48,218,.429,.423,1.000,8.9,3.9,1.1,0.6,2023
